index,nn,asset_price,strike,maturity,interest_rate,div_yield,volatility,price
40,2500,99.37566032,100,3.015123143,0.044944356,0.087704872,0.2830784,13.13555664
41,2500,81.35241059,100,0.975662501,0.067511242,0.06671203,0.581765143,11.82283975
42,2500,71.15544864,100,0.830035797,0,0.008387351,0.280511025,0.859377163
43,2500,77.3212311,100,0.463142029,0.033166524,0.026843882,0.425674766,2.612047486
44,2500,123.0491835,100,0.209492609,0,0.009427839,0.176117006,23.04918346
45,2500,114.1579695,100,0.408136153,0.068622346,0.079468216,0.299509985,16.53400829
46,2500,72.77149338,100,0.373295242,0.072175327,0.019547676,0.546816348,2.828075806
47,2500,125.3646742,100,0.163615902,0.054366323,0.080037209,0.538899536,26.80533456
48,2500,95.99563366,100,0.855072638,0.026909154,0.047062472,0.592388118,18.08567492
49,2500,88.46473492,100,0.6821287,0.036245928,0.013872464,0.474509234,9.950004085
50,2500,78.01023158,100,3.674048857,0.030081902,0.002155589,0.494056714,24.6552709
51,2500,118.0492172,100,2.146481556,0.088401674,0.089611135,0.569704857,39.75742377
52,2500,104.6054979,100,0.755548142,0.064630196,0.002585747,0.571865771,24.50291993
53,2500,119.7719695,100,0.9434212,0.059318458,0.084908548,0.360601476,24.83541433
54,2500,82.40658748,100,3.673857097,0.040672692,0.065385059,0.536276282,21.85903124
55,2500,99.07289631,100,4.243800129,0.097178599,0.075674921,0.433465767,29.38154612
56,2500,97.28450968,100,2.555535104,0.088283761,0.02466872,0.593987351,37.42331243
57,2500,78.93260322,100,0.638981292,0.020567234,0.089971348,0.556855841,6.194903432
58,2500,87.09701308,100,4.52994523,0.012281499,0.067322599,0.549825495,25.04342113
59,2500,87.0030629,100,0.745002767,0,0.089619886,0.303659212,3.115851115
60,2500,120.0621401,100,0.725324673,0.032604217,0.060962969,0.295013256,22.26804374
61,2500,113.2513402,100,0.895964541,0.043850882,0.001861277,0.3282123,23.07014423
62,2500,89.49132632,100,0.833213521,0.037569214,0.024622811,0.31891009,6.682665859
63,2500,93.88785277,100,0.456240006,0.09509152,0.051536722,0.373276897,7.515908169
64,2500,78.0603005,100,0.848684205,0.016389832,0.006046677,0.461174257,6.58550052
65,2500,102.3943056,100,0.110512892,0.063114121,0.009537269,0.26210996,5.193276769
66,2500,129.8110129,100,3.28335371,0.033068207,0.055354157,0.529660206,50.65505703
67,2500,123.2643529,100,0.163933376,0.082662951,0.006463359,0.315000899,24.71368912
68,2500,123.1741023,100,0.836776662,0.025858225,0.093111163,0.297267342,24.05495921
69,2500,106.7685753,100,0.553456074,0.02020751,0.081942224,0.548932842,18.40327526
70,2500,107.2033032,100,0.969447475,0.034689519,0.069538995,0.326946733,15.11676832
71,2500,103.7233627,100,0.240845697,0.083627042,0.069480329,0.35849521,9.197267988
72,2500,93.18339392,100,0.508791135,0.043027785,0.077555464,0.465693533,8.804428746
73,2500,112.3343115,100,4.136930393,0.059090473,0.010933424,0.446876287,48.90875162
74,2500,120.0513437,100,0.305818826,0,0.001564469,0.329690024,21.66383817
75,2500,75.86187509,100,0.877481401,0.051699676,0.09080522,0.408695086,3.750931621
76,2500,116.0009199,100,0.104121662,0,0.084870923,0.171578011,16.00091992
77,2500,76.04503072,100,0.344279462,0.07628871,0.050784883,0.593484137,3.789798187
78,2500,120.3818452,100,0.506751138,0.068006553,0.05326235,0.570959465,29.50555915
79,2500,122.0132233,100,0.621031143,0.044384584,0.040677676,0.283594953,24.26621682
80,2500,94.21771977,100,0.850027207,0.014025536,0.039017594,0.250092201,5.537817521
81,2500,85.43696709,100,0.486457603,0.011920726,0.029755538,0.230065097,1.150697603
82,2500,117.1042049,100,0.319216035,0.000339412,0.007408958,0.347533462,19.46165721
83,2500,83.27106736,100,4.757519064,0.052378004,0.048267138,0.399442805,19.98882779
84,2500,80.43118224,100,0.49269437,0,0.002610711,0.232436297,0.606563908
85,2500,70.44091967,100,4.049657936,0.064512879,0.068003864,0.31529826,7.456833005
86,2500,83.68169942,100,0.795129592,0,0.037086472,0.376154922,4.994370135
87,2500,106.5181258,100,0.386217206,0,0.091019523,0.528188454,15.18411159
88,2500,96.54387358,100,0.867757266,0.053242648,0.090435548,0.395797204,11.02603591
89,2500,81.26277691,100,0.402879633,0.05485663,0.032192718,0.458248673,3.772810085
90,2500,80.5487037,100,3.913047391,0.00011984,0.036037098,0.567830688,24.10766593
91,2500,102.5837305,100,0.662729662,0.050165911,0.04390372,0.258209757,9.789094088
92,2500,114.8597703,100,3.304223606,0.050439786,0.064553451,0.480773093,37.47421591
93,2500,86.76351792,100,0.579054764,0,0.094623015,0.228392282,1.096391017
94,2500,120.2302381,100,0.704293117,0.045032381,0.097149964,0.296342288,21.59103914
95,2500,109.0024451,100,0.747489477,0.058158208,0.072691455,0.391235151,17.82303117
96,2500,87.08942361,100,0.981788702,0,0.05949743,0.158059256,0.781870523
97,2500,125.9738737,100,0.407479694,0.015194708,0.039066754,0.192889132,25.97387375
98,2500,96.10244307,100,0.218003236,0.001097909,0.009151317,0.298554421,3.654640472
99,2500,96.88118281,100,1.941467093,0.049628889,0.056935818,0.386630192,17.4677941
100,2500,128.2645139,100,0.853350801,0.027887561,0.084637289,0.421157617,31.82891218
101,2500,107.2156022,100,0.961610753,0.009034674,0.060026215,0.473308611,20.20196258
102,2500,111.978026,100,4.644268214,0.057605346,0.072518236,0.227631101,20.70398552
103,2500,75.3999289,100,0.98959534,0.006060637,0.032094103,0.505314053,7.030621079
104,2500,119.7989459,100,0.576423912,0.031783305,0.085875903,0.462843962,24.99984343
105,2500,76.58454212,100,1.439446823,0.097265108,0.026988366,0.326103727,6.902392175
106,2500,121.0214402,100,0.362311415,0.02553703,0.091164742,0.455204343,23.73165545
107,2500,126.8865241,100,3.338874477,0.028510809,0.006102893,0.14433292,35.01499083
108,2500,93.60469038,100,0.498276966,0.020760303,0.082657398,0.513866087,9.718211126
109,2500,104.2594645,100,0.704316601,0.047607972,0.016976707,0.259052363,12.16522706
110,2500,112.6994024,100,0.579114941,0.065011803,0.087147652,0.494821852,21.68095875
111,2500,94.83318987,100,0.62831725,0.075876627,0.030913643,0.587418074,16.19575192
112,2500,81.74787886,100,0.803030742,0,0.099235897,0.597607991,9.0781042
113,2500,118.539416,100,0.548518224,0.059099146,0.035650893,0.312113355,22.41978136
114,2500,114.9495837,100,0.489131012,0,0.003918449,0.555093915,24.91932623
115,2500,99.8769289,100,0.26545865,0,0.05178456,0.481836662,9.187947649
116,2500,94.21008333,100,3.715764036,0.023179161,0.093497909,0.527425842,23.79535994
117,2500,115.3978421,100,0.602703131,0,0.099548106,0.298145124,16.65540717
118,2500,73.08689759,100,1.462503517,0.053096445,0.030434895,0.367533553,5.660376574
119,2500,102.5600192,100,0.48878255,0.080092088,0.071241481,0.550604046,16.48405924
120,2500,92.14550133,100,0.331151819,0.027878402,0.066176491,0.171254662,0.858727937
121,2500,122.8202716,100,0.394155684,0.017923148,0.047110187,0.199110897,22.82027162
122,2500,106.9195058,100,0.860038657,0,0.037661108,0.584462498,23.95049098
123,2500,123.9066482,100,0.832579234,0.05966471,0.042923854,0.492426214,33.84062884
124,2500,114.0973555,100,0.439709592,0.054010583,0.095410279,0.550995404,22.09586157
125,2500,82.5082134,100,0.127346745,0.000864769,0.045496615,0.42137087,0.599810348
126,2500,96.1993985,100,0.802401351,0.00496319,0.043655478,0.463539801,12.95024457
127,2500,120.4821461,100,0.31697565,0,0.085721276,0.145550088,20.48214612
128,2500,102.2072683,100,0.303587777,0.046123176,0.076210971,0.344449893,8.266920816
129,2500,112.9381243,100,1.646290296,0.088424278,0.057773888,0.419661881,29.58600564
130,2500,107.4400333,100,0.670000222,0,0.03279416,0.296525878,13.00014483
131,2500,83.93440876,100,1.508147769,0.011080932,0.002363247,0.599738929,19.39017693
132,2500,92.1401846,100,3.19253111,0.095619615,0.020834598,0.303729754,24.05092106
133,2500,124.5672733,100,0.716751716,0,0.061086898,0.241633949,24.5873446
134,2500,95.11752486,100,2.385042867,0,0.015571983,0.196716876,8.122442995
135,2500,74.03335945,100,0.824601179,0.07551459,0.095079032,0.412461764,3.351325614
136,2500,97.43852323,100,1.626007387,0,0.06181005,0.471202535,17.87253895
137,2500,104.9648084,100,3.330074099,0.08854201,0.085492594,0.517544118,33.43305169
138,2500,79.28972625,100,0.771533148,0.025448084,0.014390833,0.303865406,2.618213554
139,2500,93.17146831,100,0.465735989,0.018809207,0.060980182,0.262077103,3.40269627
140,2500,84.04708015,100,0.792637236,0.082407821,0.074036547,0.147314435,0.542870701
141,2500,101.3817879,100,0.378432318,0,0.032529899,0.513988775,12.7450688
142,2500,110.8339721,100,0.33666763,0.038456689,0.023365315,0.505147395,18.59442989
143,2500,128.827291,100,4.020881607,0.005143605,0.023478264,0.369300719,43.91281699
144,2500,129.2966284,100,0.871451838,3.41E-05,0.092948447,0.478437735,33.40096379
145,2500,89.54837576,100,0.297355229,0.074850896,0.009594942,0.370439161,4.020569988
146,2500,103.1543307,100,0.849100295,0,0.095754312,0.371649717,12.05071974
147,2500,107.3681674,100,0.412013576,0.012553623,0.079662469,0.278251809,10.22500343
148,2500,113.8844481,100,0.472985993,0.074486786,0.0781374,0.511197003,22.18345712
149,2500,83.50407293,100,0.216637278,0.092748801,0.035001392,0.546133594,3.485212735
150,2500,120.3043462,100,0.24660901,0.099932948,0.016756093,0.125656878,22.24345474
151,2500,93.87034745,100,0.292294527,0.093612018,0.033366818,0.277703576,3.782357234
152,2500,126.4201993,100,2.751892711,0.080107576,0.000583432,0.441594392,57.62926255
153,2500,119.5869724,100,4.053051101,0.03290412,0.057346359,0.216490767,24.009559
154,2500,119.7948485,100,0.626071131,0.08620573,0.029046249,0.211730988,23.70772713
155,2500,119.6325451,100,1.814795501,0.047578563,0.067586162,0.407369775,30.94079286
156,2500,76.30412628,100,0.820470489,0,0.082144219,0.299537613,1.230712558
157,2500,112.0494838,100,0.615015297,0.038912876,0.074246976,0.277253122,15.00487809
158,2500,120.9833233,100,3.291885469,0.058836168,0.027634532,0.314651242,38.65094154
159,2500,101.2953806,100,0.550449002,0,0.0090166,0.581734233,17.58806225
160,2500,78.90790138,100,0.803550352,0.044565621,0.061981593,0.542194469,7.951334198
161,2500,98.99767406,100,0.37346646,0.098748758,0.033781204,0.521999756,13.00187926
162,2500,92.52829976,100,0.732012969,0,0.09737049,0.179523777,1.480521034
163,2500,107.9158479,100,2.607533592,0.093359192,0.098523664,0.421849025,26.75225489
164,2500,123.258212,100,0.675127983,0.09921753,0.019873675,0.460171603,33.84941443
165,2500,129.7229066,100,0.911213311,0.003611403,0.065316328,0.301175808,30.19724077
166,2500,114.7663282,100,0.965768192,0.025989428,0.06625161,0.40904562,22.89042406
167,2500,111.7788678,100,0.127243147,0.089003623,0.051971616,0.580996883,16.06417061
168,2500,88.65536281,100,0.202553778,0.006616012,0.022843232,0.265101121,0.87129737
169,2500,96.65982152,100,0.892059634,0.078326594,0.075591412,0.23771569,6.924615147
170,2500,73.03878986,100,4.394386702,0.063020512,0.046620183,0.156965319,2.967581186
171,2500,105.9927457,100,0.642840688,0.051381484,0.044842788,0.215149582,10.45662015
172,2500,97.05296522,100,0.513888066,0,0.055114034,0.303865081,6.098627771
173,2500,83.18087868,100,1.20876861,0,0.045964201,0.450425036,9.033745817
174,2500,73.54571876,100,0.400085368,0.019992541,0.07409053,0.495022678,2.000329333
175,2500,92.1010505,100,0.776525132,0.082905591,0.09418178,0.313596776,6.43220954
176,2500,113.5977719,100,0.685456872,0,0.009448856,0.413295487,21.86255019
177,2500,125.5776561,100,0.261923391,0.063715122,0.006818044,0.107181072,27.00860507
178,2500,119.0113104,100,1.223810118,0.02124049,0.052892247,0.425634632,28.41321787
179,2500,96.67252977,100,0.960791102,0.062945049,0.008539783,0.371639973,14.62412317
180,2500,126.809,100,0.410777076,0,0.052019032,0.498089533,30.07286337
181,2500,124.8512693,100,0.797525033,0.015184572,0.078255065,0.136797818,24.85126927
182,2500,83.66864229,100,2.083326009,0,0.032102322,0.523955261,17.15680696
183,2500,87.16109635,100,0.614646673,0.044158906,0.069913356,0.511091097,8.577613986
184,2500,110.5225191,100,0.351135269,0,0.090366453,0.323107806,12.7238765
185,2500,77.90983993,100,0.720674056,0.01457321,0.012350083,0.473598472,5.707802701
186,2500,113.3741784,100,0.8400936,0.06548829,0.092585804,0.392521808,20.78383401
187,2500,128.5574511,100,0.353984648,0.097301362,0.003642552,0.545061739,35.5312487
188,2500,124.9459422,100,0.208821146,0.089747989,0.013547821,0.282516313,26.62962515
189,2500,111.8952356,100,0.624819671,0.003207285,0.002933234,0.349824389,18.52144813
190,2500,84.76417403,100,0.862039863,0,0.058149125,0.513571161,9.243557537
191,2500,110.8887109,100,0.118556231,0.079624535,0.059862853,0.123893646,11.05362436
192,2500,111.891986,100,0.872517484,0.051627057,0.073374213,0.221823956,14.51742825
193,2500,109.4016402,100,0.520669024,0.055811805,0.029018557,0.585186451,22.95969763
194,2500,123.9025795,100,0.778362467,0.093831584,0.072844403,0.313896298,27.64656292
195,2500,86.06485219,100,0.959279383,0,0.025008462,0.227713727,2.586108775
196,2500,106.0503363,100,1.933495072,0.083784069,0.011246238,0.425406068,32.51109983
197,2500,109.1511976,100,0.34985001,0.097419148,0.09172988,0.560395054,18.45277549
198,2500,93.78511213,100,0.367618864,0.069384317,0.042075568,0.198639471,2.441651669
199,2500,103.0486525,100,0.355235875,0.090472198,0.087090219,0.17761081,5.900670577
200,2500,125.0728055,100,4.2018735,0.040495848,0.013730366,0.165487043,36.55313117
201,2500,72.08660441,100,0.470279645,0,0.029283156,0.344957581,0.667890553
202,2500,92.01000447,100,0.559995734,0.080452088,0.07394795,0.273250995,4.405236377
203,2500,119.2597887,100,0.211324111,0.089595463,0.063789762,0.50845559,22.68881992
204,2500,115.6261731,100,0.645797987,0.008464919,0.085534687,0.357687529,18.96227056
205,2500,92.30339848,100,0.855774581,0.012951986,0.082821527,0.466936649,10.62898592
206,2500,114.0263743,100,0.718048017,0.097965744,0.043717244,0.539941791,28.3318011
207,2500,89.56205704,100,0.241127099,0,0.031406193,0.299496711,1.672920839
208,2500,112.4806536,100,0.467982017,0,0.01436376,0.22351209,14.10137827
209,2500,115.192032,100,0.127350121,0.067990469,0.070004267,0.141577948,15.19203196
210,2500,124.1064198,100,3.234261967,0.048898752,0.04195177,0.37864634,40.49949092
211,2500,85.24047103,100,2.867027257,0.040232987,0.043121845,0.227981071,7.053653488
212,2500,92.41472696,100,3.336804898,0.052223244,0.022169455,0.190920039,12.68670066
213,2500,120.8400062,100,0.163404669,0.085840219,0.067988023,0.316711357,21.32170547
214,2500,79.73948152,100,0.588740485,0.076478756,0.000565307,0.199917062,0.773731771
215,2500,80.44931467,100,0.627172296,0.025306429,0.072861066,0.310534676,1.798247729
216,2500,74.12789027,100,4.548122929,0.069671485,0.01835282,0.558528374,29.52531519
217,2500,106.6742278,100,0.482947145,0.052359204,0.085577189,0.488496453,16.35450838
218,2500,104.0610999,100,0.443449788,0,0.088786096,0.249407705,7.274324419
219,2500,70.08146973,100,4.261740624,0.026072735,0.00030907,0.549399278,25.20106869
220,2500,102.481236,100,0.406958472,0.033808479,0.092616908,0.111399335,3.314926163
221,2500,100.4679373,100,0.224308363,0.069569093,0.085665648,0.529740054,9.943541572
222,2500,126.9823812,100,0.526256148,0.044700731,0.008349756,0.413952089,32.33568342
223,2500,96.24510854,100,2.876402081,0.086082735,0.074618494,0.393785632,21.32231222
224,2500,83.76812648,100,0.538687589,0.088839093,0.008555223,0.333256006,3.987842545
225,2500,122.3687796,100,3.846940372,0.039390014,0.093800201,0.216583843,23.29502337
226,2500,98.93382433,100,0.906768802,0.023109536,0.001409308,0.590281415,22.21433968
227,2500,105.3019867,100,0.646674212,0.042896035,0.043343484,0.363716981,14.44225281
228,2500,78.42996619,100,0.833428244,0.03525601,0.087986644,0.223470683,0.647558428
229,2500,108.8816269,100,0.700913588,0.075192951,0.043336907,0.396710284,19.29216096
230,2500,75.06222826,100,0.871636655,0.083540455,0.097208916,0.220893397,0.549987918
231,2500,126.5901904,100,0.591297588,0,0.032147307,0.517856674,32.79620106
232,2500,72.97388593,100,4.19674014,0.048965535,0.028319863,0.400699378,16.02094915
233,2500,87.93784981,100,0.611057035,0,0.025610978,0.586426119,11.08409428
234,2500,121.5756072,100,1.393349207,0,0.002762901,0.323400431,29.37993771
235,2500,80.66764551,100,0.208179561,0,0.070610759,0.54996775,2.195256649
236,2500,90.5722309,100,4.828448712,0.02164714,0.063824371,0.11741691,1.902547015
237,2500,104.9458857,100,0.350955014,0.002402733,0.042100578,0.493100314,13.78646047
238,2500,87.24097657,100,0.405781448,0.069764957,0.017090324,0.345572902,3.842590851
239,2500,95.99771593,100,0.49875948,0.061642133,0.017523944,0.201838219,4.60094046
240,2500,112.8682981,100,0.950305593,0,0.067921966,0.234505304,14.50617733
241,2500,73.57849742,100,0.953202123,0,0.026871235,0.487667156,5.743135584
242,2500,95.0160853,100,0.7128096,0.038293799,0.03801492,0.486103366,13.19377766
243,2500,128.5506882,100,0.400035418,0,0.055544354,0.114833876,28.55068825
244,2500,129.472192,100,0.843676049,0,0.052394765,0.304031747,30.16620986
245,2500,119.4699652,100,0.971899897,0.037957349,0.095960928,0.469510931,27.42445905
246,2500,79.40163083,100,1.059415423,0.005969103,0.047156788,0.33828734,3.778331224
247,2500,96.26638685,100,1.438530424,0,0.028023009,0.429015153,16.34449499
248,2500,102.7002935,100,0.219353254,0,0.082780393,0.404379354,8.213223832
249,2500,122.4965633,100,0.589975929,0,0.012100009,0.516674324,30.41376389
250,2500,98.45290963,100,0.169281176,0.041376994,0.083502747,0.549888009,7.828566638
251,2500,122.2285219,100,0.219056793,0.086480258,0.060295018,0.351373132,23.40203528
252,2500,90.3399491,100,0.74998868,0.089423571,0.040121986,0.129054729,1.766848126
253,2500,92.76219008,100,0.350906076,0.023987747,0.086467255,0.489180329,7.038452035
254,2500,126.0825543,100,0.908692752,0.074322057,0.081788683,0.398827258,31.35146911
255,2500,70.26010436,100,0.402320054,0.036616244,0.08280956,0.549854891,2.096286509
256,2500,91.21834011,100,0.909045763,0.087503273,0.012017812,0.161690691,4.609545971
257,2500,122.6658355,100,0.665824008,0,0.066235174,0.449623038,27.26524774
258,2500,112.8545444,100,0.161321012,0.065242084,0.030798603,0.333758509,14.64980034
259,2500,99.27996151,100,0.554329561,0,0.049783831,0.365524419,9.254864402
260,2500,111.0945097,100,0.316381199,0,0.083925362,0.294640841,12.49918722
261,2500,94.17709465,100,3.336411399,0.065136834,0.051004034,0.207584806,11.76641254
262,2500,119.5579289,100,0.180650742,0.01793691,0.038958701,0.471853072,21.46856738
263,2500,129.9875539,100,4.505404016,0.054468244,0.086425469,0.154680605,29.98755387
264,2500,74.21328834,100,0.886160958,0,0.098753874,0.598808091,6.969554649
265,2500,113.2434057,100,0.404060109,0.092268522,0.001365557,0.38213046,20.67993385
266,2500,88.53826487,100,0.546883587,0,0.095083756,0.373239824,4.253867902
267,2500,95.56245285,100,2.823374808,0.083275425,0.021321478,0.356781552,25.83498652
268,2500,100.7124659,100,0.846172664,0.058782063,0.055196185,0.46331855,16.78446327
269,2500,106.5135687,100,0.714977124,0.062990794,0.021965593,0.171381613,11.55434505
270,2500,127.1275185,100,0.207707821,0.049388184,0.097585397,0.433419289,27.61240523
271,2500,118.8154715,100,0.850843147,0.037972394,0.06289731,0.531361064,29.8486517
272,2500,107.9172826,100,0.440940818,0.098172877,0.024326952,0.552202848,20.86739398
273,2500,91.48747186,100,0.714211898,0.025030589,0.098692677,0.524841009,10.83572996
274,2500,118.0373787,100,0.578128567,0.043789426,0.073882324,0.505673308,25.59662078
275,2500,78.74834171,100,0.62866306,0.016293957,0.090533061,0.275190186,0.870867414
276,2500,111.1412282,100,4.132407535,0.056926817,0.046621928,0.382955296,34.50237141
277,2500,123.1132025,100,0.919722009,0,0.079458942,0.224385331,23.11320246
278,2500,124.7909408,100,0.664304785,0.074000758,0.066396825,0.189419975,25.13353526
279,2500,125.3414801,100,0.176497358,0.011885328,0.005359782,0.50881743,27.19256925
280,2500,123.0653595,100,1.976383662,0.024891961,0.071264679,0.290071495,26.52368549
281,2500,111.1173141,100,1.19944754,0.097725565,0.062027812,0.226426873,18.24307605
282,2500,118.365759,100,0.889722582,0.056426883,0.046112108,0.291956756,23.12893207
283,2500,88.88701029,100,0.41952999,0.07906449,0.072674147,0.193691445,1.113912218
284,2500,118.0703417,100,0.147236988,0,0.067856864,0.202246291,18.07034174
285,2500,106.8942139,100,3.039812148,0.085061407,0.03160712,0.145779071,22.07941625
286,2500,129.8531141,100,0.66015229,0,0.051734413,0.172263453,29.85311415
287,2500,113.0908543,100,0.98744596,0.073455913,0.041318336,0.289802643,20.94512279
288,2500,128.8957725,100,0.20845735,0.005383155,0.049679942,0.418653145,29.25496908
289,2500,103.6514043,100,2.863280292,0.089764654,0.049445635,0.170436899,17.20920329
290,2500,98.55274144,100,0.634774758,0.093820041,0.036831104,0.244282654,8.457549911
291,2500,96.3480449,100,0.284663127,0,0.002725022,0.410212593,6.818769597
292,2500,73.22945813,100,0.567925142,0.054800916,0.086218743,0.405046123,1.804001899
293,2500,74.69372255,100,0.43424072,0.073825699,0.045635072,0.383430416,1.434408185
294,2500,126.246974,100,3.969489338,0.025996528,0.051336399,0.119000768,26.24697402
295,2500,115.1714705,100,2.426823,0.04305952,0.01100485,0.479487081,41.68785757
296,2500,97.05780936,100,0.185326913,0.045282243,0.064007451,0.465359009,6.290499354
297,2500,94.14181474,100,2.232307634,0.02418723,0.088423132,0.426099799,15.57949494
298,2500,70.36646818,100,0.349694847,0.030429847,0.037471114,0.479915908,1.19122211
299,2500,121.6114144,100,0.943015249,0.056499609,0.039722826,0.245430165,24.96542491
300,2500,81.02054178,100,0.990766128,0.033195802,0.086165672,0.344809695,3.850096297
301,2500,127.132306,100,0.252314166,0.057857231,0.054327024,0.474373498,29.125126
302,2500,96.56439867,100,2.93002647,0.075379177,0.031175495,0.5577383,35.34839011
303,2500,123.1312736,100,0.456283868,0,0.002123955,0.16597374,23.22543737
304,2500,113.7421669,100,0.539541672,0.097633451,0.02026161,0.244035322,19.32431453
305,2500,123.7581898,100,0.970932595,0.071176376,0.019002548,0.396617896,34.30864559
306,2500,105.8916715,100,0.135120679,0.00075074,0.060431351,0.533863394,10.87975028
307,2500,76.79658715,100,4.494145826,0.056033331,0.035456934,0.444466682,20.76814433
308,2500,117.7384976,100,0.818327543,0.005429735,0.078109227,0.406363554,22.93837
309,2500,76.81398032,100,1.649905941,0.085180595,0.091287543,0.454352308,9.298670982
310,2500,73.25133048,100,0.322479871,0.051106409,0.060896146,0.504956902,1.658783957
311,2500,89.91984922,100,3.003759695,0.057513483,0.017388314,0.113875044,7.283355614
312,2500,78.63704801,100,0.421108477,0.027519649,0.085060766,0.475492692,2.924509377
313,2500,102.2705705,100,2.989633139,0.066808593,0.087091252,0.103005487,5.596276312
314,2500,105.7613003,100,0.963887571,0,0.080857071,0.189413896,7.869869536
315,2500,97.06742748,100,0.131167055,0.095119709,0.001379456,0.542962224,6.843282906
316,2500,119.8531891,100,0.488290039,0.038056017,0.082464682,0.224476139,19.91678567
317,2500,126.8149599,100,0.763869766,0.04521735,0.051009971,0.562934271,36.69734602
318,2500,128.5863134,100,0.76453886,0.020715808,0.052329906,0.524599354,35.93153582
319,2500,89.79423875,100,0.437689049,0,0.034210517,0.26170069,2.324282158
320,2500,77.21576625,100,0.796878738,0.033461939,0.062545015,0.365842657,2.995012606
321,2500,110.3470578,100,1.794252289,0.029828415,0.090183137,0.387308282,21.32149864
322,2500,86.61971435,100,3.005658359,0.04128044,0.053395818,0.348260135,13.46774143
323,2500,92.87596591,100,0.556072436,0.023425124,0.006493153,0.107381831,0.9108477
324,2500,73.21451025,100,2.573738374,0.016529762,0.037505158,0.201752026,1.728000656
325,2500,82.25414021,100,0.396801701,0.095003395,0.076721474,0.556109449,5.696945148
326,2500,84.36950174,100,0.466587643,0.08423879,0.052085048,0.466051925,5.683995561
327,2500,98.14631221,100,4.1755104,0.098685222,0.030952498,0.431466455,37.36395127
328,2500,105.7201851,100,3.824339062,0.086513265,0.075287412,0.484966938,34.63440724
329,2500,102.8186252,100,1.395025248,0.072416617,0.040296991,0.134013847,9.930256575
330,2500,118.6791495,100,3.26648233,0,0.057677586,0.406841174,32.11017249
